Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Neg,@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems),25,62.61,65.56,1.59,1.00,12.50,16.00,68.00,44.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,8.00,8.00,16.00,4.00,0.00,4.00,20.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,8.00,4.00,0.00,0.00,12.00,0.00,4.00,0.00,0.00,8.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,4.00,0.00,20.00,0.00,8.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,12.00
Neg,I hate you @apple for not sending Toledooh @bestbuy any @iPhone for @verizon even after I pre ordered!!!,18,74.89,28.91,87.07,1.00,18.00,27.78,61.11,44.44,16.67,16.67,11.11,0.00,5.56,0.00,0.00,0.00,0.00,16.67,0.00,5.56,0.00,5.56,11.11,5.56,5.56,0.00,0.00,5.56,5.56,0.00,5.56,0.00,5.56,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,11.11,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.89,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,22.22
Neg,@pmphillips @apple If my non-Apple equipment broke this often I guess I'd need an Asus genius bar. But it doesn't so I don't :-),24,1.00,1.00,48.89,1.00,12.00,8.33,70.83,54.17,25.00,16.67,16.67,0.00,0.00,0.00,0.00,8.33,4.17,0.00,12.50,8.33,12.50,8.33,25.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,20.83,0.00,0.00,8.33,12.50,0.00,8.33,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,16.67,0.00,4.17,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.67,4.17,0.00,4.17,0.00,0.00,0.00,8.33,0.00,12.50,4.17,8.33
Neg,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off),25,20.57,34.44,20.24,25.77,6.25,12.00,60.00,48.00,16.00,8.00,8.00,0.00,0.00,0.00,0.00,8.00,4.00,8.00,12.00,12.00,4.00,0.00,16.00,4.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,16.00,0.00,8.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,4.00,12.00,0.00,8.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,4.00,8.00,4.00
Neg,Dear @Apple how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%),21,10.46,68.29,13.15,99.00,7.00,14.29,66.67,33.33,14.29,4.76,0.00,0.00,4.76,0.00,0.00,9.52,0.00,4.76,9.52,4.76,4.76,9.52,9.52,9.52,4.76,4.76,0.00,4.76,19.05,14.29,4.76,0.00,0.00,0.00,9.52,0.00,4.76,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,0.00,0.00,0.00,9.52,4.76,14.29,0.00,0.00,14.29,4.76,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,0.00,0.00,0.00,95.24,4.76,0.00,0.00,0.00,0.00,19.05,0.00,0.00,9.52,14.29,47.62
Neg,Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light,23,58.77,33.19,54.89,99.00,23.00,8.70,73.91,26.09,13.04,8.70,8.70,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,4.35,4.35,0.00,13.04,0.00,0.00,0.00,0.00,4.35,8.70,8.70,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,13.04,4.35,0.00,0.00,0.00,4.35,4.35,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,13.04,0.00,4.35,0.00,0.00,4.35,4.35,4.35,0.00,0.00,0.00,4.35,17.39,0.00,13.04,0.00,0.00,0.00,73.91,60.87,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,8.70
Neg,@apple not happy with Apple today. I did the suggested software update and now nothing works!!!,16,37.39,3.05,95.60,99.00,8.00,18.75,81.25,50.00,6.25,6.25,6.25,0.00,0.00,0.00,0.00,0.00,6.25,6.25,6.25,6.25,6.25,12.50,12.50,6.25,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,6.25,18.75,0.00,18.75,0.00,0.00,18.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.25,6.25,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,6.25
Neg,Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!,19,33.88,50.00,50.35,25.77,6.33,15.79,73.68,42.11,15.79,5.26,5.26,0.00,0.00,0.00,0.00,10.53,5.26,5.26,5.26,10.53,5.26,0.00,15.79,10.53,5.26,5.26,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,10.53,5.26,5.26,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,15.79,5.26,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,47.37,5.26,0.00,0.00,0.00,0.00,31.58,0.00,0.00,0.00,0.00,10.53
Neg,IOS5 has one problem when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple,23,23.89,66.81,9.25,25.77,23.00,13.04,73.91,47.83,21.74,17.39,8.70,0.00,0.00,4.35,4.35,4.35,4.35,8.70,8.70,4.35,4.35,4.35,13.04,0.00,0.00,4.35,8.70,0.00,8.70,4.35,4.35,0.00,0.00,0.00,17.39,0.00,4.35,0.00,4.35,8.70,0.00,0.00,4.35,4.35,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,13.04,0.00,13.04,0.00,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,17.39
Neg,I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail,18,74.89,4.80,4.97,25.77,6.00,22.22,55.56,27.78,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,5.56,0.00,5.56,0.00,5.56,16.67,11.11,0.00,0.00,0.00,22.22,11.11,11.11,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,0.00,0.00,27.78,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,16.67
Neg,I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.,24,17.96,4.80,74.76,1.00,12.00,8.33,83.33,62.50,25.00,12.50,8.33,0.00,4.17,0.00,0.00,12.50,8.33,8.33,8.33,4.17,4.17,8.33,16.67,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,12.50,0.00,4.17,0.00,4.17,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,0.00,0.00,4.17,0.00,8.33,4.17,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17
Neg,Life was much easier when @apple and @BlackBerry were just fruits!,11,1.00,50.00,2.40,99.00,11.00,9.09,81.82,45.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,18.18,18.18,0.00,18.18,9.09,9.09,9.09,0.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,18.18,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18
Neg,@apple No location reminders on ipad2! That was the point of updating to iOS 5,15,97.34,25.24,82.75,25.77,7.50,20.00,66.67,46.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,20.00,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,26.67,0.00,20.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67
Neg,Comparing @Office #live with @google #apps and @apple #iCloud  I do not see #iCloud leading the crowd. Do you agree ?,20,51.43,50.00,15.86,96.76,10.00,10.00,80.00,40.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,5.00,10.00,0.00,5.00,5.00,20.00,5.00,5.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,0.00,0.00,5.00,5.00,5.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,20.00,0.00,5.00,5.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,5.00,0.00,0.00,45.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,35.00
Neg,RT @MikeFerri: If @apple doesn't fix iOS5 this week I'm buying a droid #emptythreats,14,13.85,7.67,13.15,25.77,14.00,14.29,57.14,35.71,14.29,7.14,7.14,0.00,0.00,0.00,0.00,7.14,7.14,0.00,14.29,0.00,7.14,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,7.14,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,7.14,0.00,0.00,7.14,0.00,0.00,0.00,7.14,0.00,0.00,7.14,0.00,7.14,7.14,0.00,0.00,42.86,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,14.29,0.00,21.43
Neg,Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple I'm going back to your Genius Bar to complain. #annoyed,26,32.33,50.00,94.81,1.00,8.67,11.54,88.46,57.69,19.23,15.38,7.69,0.00,7.69,0.00,0.00,3.85,0.00,23.08,15.38,3.85,7.69,3.85,30.77,7.69,7.69,0.00,0.00,0.00,11.54,0.00,11.54,0.00,7.69,0.00,11.54,0.00,0.00,0.00,0.00,7.69,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,7.69,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,23.08,3.85,15.38,7.69,7.69,3.85,3.85,3.85,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,23.08,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69
Neg,If @apple doesn't fix iOS5 this week I'm buying a droid #emptythreats,12,6.55,1.00,23.51,25.77,12.00,8.33,58.33,41.67,16.67,8.33,8.33,0.00,0.00,0.00,0.00,8.33,8.33,0.00,16.67,0.00,8.33,8.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67
Neg,@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..,14,99.00,50.00,89.63,1.00,7.00,28.57,64.29,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,7.14,7.14,7.14,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,7.14,7.14,14.29,0.00,0.00,0.00,7.14,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,42.86,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29
Neg,@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible,23,5.04,80.77,1.00,1.00,23.00,21.74,91.30,47.83,26.09,17.39,4.35,0.00,13.04,0.00,0.00,8.70,4.35,0.00,17.39,0.00,4.35,0.00,21.74,21.74,4.35,0.00,0.00,4.35,30.43,13.04,17.39,0.00,13.04,0.00,13.04,0.00,0.00,0.00,0.00,8.70,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,8.70,0.00,4.35,0.00,4.35,0.00,4.35,0.00,0.00,26.09,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,13.04,13.04,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35
Neg,This is the first time I've been unhappy with any @apple product... Disappointed and the Internet seems as confused as I am right now.,24,37.39,20.24,91.31,1.00,12.00,20.83,91.67,54.17,12.50,8.33,8.33,0.00,0.00,0.00,0.00,4.17,8.33,12.50,16.67,4.17,12.50,0.00,20.83,8.33,8.33,0.00,4.17,4.17,12.50,0.00,12.50,4.17,0.00,8.33,0.00,0.00,0.00,0.00,0.00,16.67,4.17,4.17,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,4.17,20.83,0.00,16.67,0.00,4.17,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17
Neg,After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5 plus more. Not as stable though.,25,51.43,2.31,99.00,25.77,12.50,12.00,72.00,52.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,24.00,4.00,12.00,24.00,4.00,12.00,20.00,20.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,4.00,0.00,0.00,4.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,16.00,4.00,4.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,8.00,0.00,12.00
Neg,Had issues with #Siri reaching network today. Too many uses or my signal? @apple,14,47.35,7.67,52.86,25.77,4.67,14.29,57.14,35.71,7.14,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,7.14,7.14,0.00,14.29,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,7.14,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,14.29,0.00,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,7.14,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,14.29
Neg,The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?,25,72.80,21.18,96.63,25.77,6.25,16.00,76.00,48.00,16.00,12.00,12.00,0.00,0.00,0.00,0.00,4.00,8.00,12.00,8.00,8.00,0.00,0.00,16.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,4.00,4.00,20.00,0.00,24.00,0.00,12.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,12.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00
Neg,Is it me or does #iPhone4s run a little warm sometimes? @apple,12,17.96,4.80,99.00,99.00,6.00,16.67,83.33,50.00,16.67,8.33,8.33,0.00,0.00,0.00,0.00,8.33,8.33,0.00,16.67,0.00,8.33,0.00,25.00,8.33,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,16.67,0.00,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,16.67
Neg,@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden so please don't remind us of it.,26,15.66,93.79,5.76,89.84,13.00,7.69,80.77,65.38,19.23,15.38,0.00,11.54,3.85,0.00,0.00,3.85,7.69,11.54,11.54,11.54,3.85,7.69,7.69,0.00,0.00,3.85,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,7.69,0.00,3.85,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,11.54,0.00,0.00,3.85,0.00,3.85,15.38,0.00,7.69,0.00,3.85,3.85,0.00,3.85,3.85,0.00,0.00,0.00,3.85,3.85,3.85,0.00,0.00,0.00,19.23,3.85,0.00,0.00,0.00,3.85,3.85,0.00,0.00,3.85,0.00,3.85
Neg,@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??,16,37.39,10.58,74.76,25.77,8.00,25.00,75.00,50.00,12.50,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,12.50,0.00,18.75,0.00,6.25,6.25,6.25,6.25,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,12.50,0.00,18.75,0.00,0.00,18.75,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,6.25,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,6.25
Neg,Dear @Apple I don't want the newsstand icon on my screen. #notcool,12,60.80,4.80,23.51,99.00,6.00,16.67,66.67,41.67,16.67,16.67,16.67,0.00,0.00,0.00,0.00,0.00,8.33,8.33,8.33,0.00,0.00,8.33,16.67,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67
Neg,@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye,15,17.96,25.24,43.37,99.00,5.00,20.00,66.67,40.00,20.00,13.33,6.67,0.00,0.00,0.00,6.67,6.67,0.00,6.67,6.67,6.67,6.67,0.00,20.00,13.33,13.33,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,13.33,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,6.67,0.00,13.33,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,20.00
Neg,Ok @iTunesMusic idk wth is up but after syncing my phone my album art is out of order! WTF @Apple!,20,65.29,1.00,99.00,96.76,10.00,10.00,80.00,50.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,5.00,5.00,10.00,5.00,5.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,10.00,5.00,0.00,10.00,0.00,0.00,0.00,0.00,15.00,5.00,10.00,5.00,0.00,5.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00
Neg,I wish Siri could tweet for me . @apple fix that .,10,24.86,15.86,1.00,25.77,5.00,0.00,70.00,50.00,30.00,20.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
Neg,@apple I'm still waiting for you to deliver my phone to @sprint,12,60.80,79.76,99.00,25.77,12.00,16.67,91.67,58.33,25.00,25.00,16.67,0.00,8.33,0.00,0.00,0.00,0.00,25.00,8.33,8.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,33.33,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67
Neg,I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!,27,34.90,3.22,33.94,1.00,9.00,18.52,85.19,51.85,18.52,14.81,11.11,0.00,3.70,0.00,0.00,3.70,3.70,11.11,14.81,3.70,0.00,3.70,14.81,11.11,0.00,0.00,0.00,3.70,14.81,3.70,11.11,0.00,11.11,0.00,3.70,0.00,0.00,0.00,0.00,11.11,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,11.11,0.00,3.70,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,7.41,7.41,0.00,3.70,3.70,7.41,0.00,0.00,3.70,3.70,3.70,11.11,11.11,0.00,0.00,0.00,0.00,29.63,7.41,0.00,0.00,0.00,0.00,18.52,0.00,0.00,0.00,0.00,3.70
